what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431109258988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1431109259013
error,log,,,"error loading class class for org.eclipse.wst.html.HTML_DEFAULT",1431109259219
error,log,,,"error loading class class for org.eclipse.wst.html.HTML_DECLARATION",1431109259223
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431109259380
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431109259531
started,bundle,org.eclipse.a.wst.html.webresources.core,0.9.0.201504170946,"org.eclipse.a.wst.html.webresources.core",1431109260878
started,bundle,org.eclipse.a.wst.html.webresources.ui,0.9.0.201504170946,"org.eclipse.a.wst.html.webresources.ui",1431109260879
error,log,,,"Plug-in org.eclipse.angularjs.ui was unable to load class org.eclipse.angularjs.internal.ui.validation.HTMLAngularSourceValidator.",1431109260888
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1431109264654
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1431109264669
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1431109264670
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1431109264682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431109267122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431109274021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1431109275807
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1431109276594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431109284747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431109287351
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1431109292724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431109297951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431109305710
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1431109316574
error,log,,,"Unhandled event loop exception",1431109316700
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1431109317218
