what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431143986106
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431143990381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431143993181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431143994382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431143996517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144004130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1431144011894
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1431144012277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431144016864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431144018004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144020265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144034767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144038479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144051210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144057879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144110023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144112759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144152127
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431144155932
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431144169500
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431144182202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144224538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431144304232
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431144313293
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431144322884
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431144335573
